gender,property_offense,drug_offense,violent_offense,times_arrested,cat
Female,1.9830404041290848,1.9354080929447979,1.3219142125104262,7.764135849335911,All Inmates
Male,2.4525922377390006,2.1259468981274305,1.6610232143350012,8.988395611391125,All Inmates
Female,2.367730062613278,2.099027245399396,1.52516303117731,11.975291851264476,foster_home
Male,3.4503376033031503,2.1956721666745818,2.081228019790704,12.610515265220734,foster_home
Female,2.2825069395474693,2.700075510128356,1.6252706794644218,12.372009366847823,homeless
Male,5.2632842918305585,2.595059277724593,2.112543296488689,14.060865261065116,homeless
Female,1.995206485117626,2.0006133376659223,1.3556629628993124,8.841403356973826,relatives_prison
Male,2.651066959923088,2.1813448065296455,1.753016832092327,10.51057951850491,relatives_prison
